gauge_id,water_frac,trees_frac,flooded_veg_frac,crops_frac,built_area_frac,bare_frac,range_frac,dom_land_cover,dom_land_cover_frac,lai_mean,lai_min,lai_max,lai_diff
09001,0.017182,0.117676,0.000284,0.560264,0.023734,0.001687,0.279175,crops,0.560264,0.792,0.156,2.074,1.918
09002,0.014066,0.034589,0.000638,0.555720,0.033077,0.001011,0.360898,crops,0.555720,0.647,0.156,7.379,7.223
09003,0.005294,0.081362,0.001506,0.556859,0.020368,0.000539,0.334073,crops,0.556859,0.816,0.412,7.402,6.990
09004,0.001108,0.124387,0.000021,0.316612,0.015663,0.000000,0.542209,rangeland,0.542209,1.166,0.463,7.488,7.024
09005,0.004805,0.009250,0.000037,0.421354,0.028876,0.000622,0.535055,rangeland,0.535055,0.649,0.266,7.379,7.113
09006,0.006706,0.011178,0.001611,0.612008,0.051198,0.000291,0.317009,crops,0.612008,0.668,0.364,1.578,1.215
09007,0.004122,0.057278,0.000040,0.341141,0.037753,0.002601,0.557066,rangeland,0.557066,0.797,0.333,7.544,7.211
09008,0.011742,0.071276,0.000996,0.390885,0.017790,0.000057,0.507255,rangeland,0.507255,1.001,0.170,7.488,7.317
09009,0.016330,0.049316,0.001344,0.502579,0.032465,0.001810,0.396156,crops,0.502579,0.728,0.156,9.005,8.849
09010,0.001505,0.011300,0.000000,0.341306,0.046617,0.000607,0.598665,rangeland,0.598665,0.665,0.391,1.195,0.804
09011,0.016744,0.015384,0.000588,0.476736,0.032980,0.000545,0.457023,crops,0.476736,0.607,0.250,1.494,1.243
09012,0.009569,0.006305,0.001082,0.664029,0.040290,0.000219,0.278507,crops,0.664029,0.569,0.227,1.578,1.352
10001,0.005931,0.006472,0.000013,0.052085,0.043793,0.003716,0.887991,rangeland,0.887991,0.791,0.410,1.432,1.023
10002,0.017235,0.004370,0.000004,0.680558,0.045122,0.000130,0.252581,crops,0.680558,0.666,0.306,1.069,0.763
10003,0.020043,0.001188,0.000000,0.774544,0.031148,0.000014,0.173063,crops,0.774544,0.636,0.183,1.141,0.959
10004,0.016242,0.005624,0.000003,0.676906,0.041265,0.000071,0.259890,crops,0.676906,0.670,0.327,1.069,0.742
10005,0.009965,0.033015,0.000000,0.516389,0.017837,0.000007,0.422787,crops,0.516389,0.880,0.285,1.696,1.411
10006,0.027368,0.012649,0.000221,0.544405,0.046125,0.000675,0.368556,crops,0.544405,0.714,0.177,1.696,1.519
10007,0.008686,0.005904,0.000070,0.138575,0.047274,0.000656,0.798834,rangeland,0.798834,0.757,0.343,1.619,1.276
10008,0.027967,0.017684,0.000252,0.573633,0.053400,0.000609,0.326454,crops,0.573633,0.734,0.177,7.406,7.229
10009,0.034117,0.007839,0.000000,0.687665,0.023985,0.000265,0.246129,crops,0.687665,0.629,0.177,1.150,0.973
10010,0.020677,0.001292,0.000000,0.751324,0.029855,0.000045,0.196806,crops,0.751324,0.628,0.183,1.141,0.959
10011,0.025450,0.017068,0.000239,0.484310,0.038210,0.000919,0.433805,crops,0.484310,0.724,0.177,1.696,1.519
10012,0.041766,0.057493,0.000116,0.585748,0.068721,0.000080,0.246077,crops,0.585748,0.843,0.209,7.406,7.197
10013,0.018044,0.024453,0.001823,0.773813,0.132815,0.000127,0.048927,crops,0.773813,0.737,0.179,1.205,1.025
10014,0.019482,0.023957,0.000329,0.333916,0.047959,0.001122,0.573235,rangeland,0.573235,0.788,0.209,1.696,1.487
10015,0.024889,0.007530,0.000517,0.258845,0.059269,0.001222,0.647726,rangeland,0.647726,0.735,0.209,1.619,1.409
10016,0.028417,0.016152,0.000268,0.558573,0.048851,0.000606,0.347132,crops,0.558573,0.731,0.177,7.406,7.229
11001,0.019644,0.083465,0.000118,0.295372,0.024173,0.002201,0.575026,rangeland,0.575026,0.893,0.270,7.500,7.230
11002,0.022193,0.095480,0.000087,0.193614,0.017778,0.001878,0.668969,rangeland,0.668969,0.923,0.270,7.500,7.230
11003,0.007045,0.250706,0.000000,0.179940,0.024536,0.000089,0.537684,rangeland,0.537684,1.159,0.677,7.500,6.823
11004,0.027830,0.060388,0.000045,0.531208,0.097427,0.000506,0.282596,crops,0.531208,0.813,0.336,7.500,7.164
11005,0.005925,0.110278,0.000011,0.136756,0.010551,0.001029,0.735450,rangeland,0.735450,0.971,0.465,7.329,6.864
11006,0.006157,0.093321,0.000056,0.110535,0.008444,0.001763,0.779724,rangeland,0.779724,0.949,0.443,7.429,6.986
11007,0.022653,0.026265,0.000111,0.725531,0.056272,0.000286,0.168882,crops,0.725531,0.771,0.332,1.327,0.995
11008,0.005492,0.020682,0.000000,0.028298,0.003566,0.000917,0.941045,rangeland,0.941045,0.923,0.443,1.684,1.241
11009,0.020797,0.074974,0.000100,0.362184,0.054698,0.002620,0.484625,rangeland,0.484625,0.859,0.270,7.500,7.230
11010,0.017805,0.042398,0.000121,0.580023,0.080081,0.001793,0.277780,crops,0.580023,0.802,0.189,7.500,7.311
11011,0.033516,0.007086,0.000276,0.674612,0.040748,0.000002,0.243759,crops,0.674612,0.778,0.351,1.077,0.726
12001,0.010133,0.515239,0.000074,0.264471,0.024858,0.000946,0.184279,trees,0.515239,1.400,0.365,2.634,2.268
